三地外,#genre#
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,https://cdn6.163189.xyz/163189/fhzw
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://58.19.180.108:9981/stream/channelid/1749482778?profile=pass
凤凰中文,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pcc72.flv
凤凰中文,http://tv.groupshare.com.cn/fhtv?id=cn&prefix=86&phone=电话&pwd=密码
凤凰中文,http://m.061899.xyz/mg/fhzw
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8

凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,https://cdn6.163189.xyz/163189/fhzx
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://m.061899.xyz/mg/fhzx
凤凰资讯,http://58.19.180.108:9981/stream/channelid/708272803?profile=pass
凤凰资讯,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://tv.groupshare.com.cn/fhtv?id=info&prefix=86&phone=电话&pwd=密码
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8

凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk
凤凰香港,http://m.061899.xyz/mg/fhhk
凤凰香港,http://tv.groupshare.com.cn/fhtv?id=hk&prefix=86&phone=电话&pwd=密码
凤凰香港,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701phk72.flv
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn

无线新闻,http://r.jdshipin.com/CkuBd
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻,http://free.cnlive.club/channel/n3fad9608/index.m3u8?q=1759400332590
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
无线新闻,http://hls.168.us.kg/u/83/master.m3u8
无线新闻,https://cdn6.163189.xyz/live/wxxw/stream.m3u8
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻,http://bxtv.3a.ink/api.php?id=wxxw
无线新闻,rtmp://nowast.net/live/yifatv-wxxw01

中天新闻,http://test-al-livepull.migucloud.com/live/hktv-kjfhslkdjngnlkdkgjdlkgjrkltjggrtlmagztxwkks.flv
中天新闻,http://bxtv.3a.ink/api.php?id=ztxw
中天新闻,http://51.89.166.17:3002/index.php?id=ctinews
中天新闻,http://152.32.229.52:5050/4gtv-4gtv009/index.m3u8?proxy=true
中天新闻,http://cnlive.org/channel/41d8a09d/index.m3u8
中天新闻,http://5.44.249.130:5002/ts/8i2mwhruaecye9fa.ts
中天新闻,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
中天新闻,https://tv543.cc/Smart.php?id=ctinews
中天新闻,https://smt.858.qzz.io/Smart.php?id=ctinews

中天新闻+,http://iptv.4666888.xyz/iptv2.php?id=142
中天新闻+,http://t.061899.xyz/tl/js/api.php?id=2ctiztt
中天新闻+,https://gdfire2.67890123.cn:8088/live/ztxw201.m3u8
中天新闻+,http://push-rtmp-hs-spe-f5.douyincdn.com/live/167ztxw2.flv

Now新闻,http://cdn.163189.xyz/163189/now
Now新闻,https://cdn.163189.xyz/163189/now
Now新闻,http://hls.168.us.kg/u/332/master.m3u8
Now新闻,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻

有线新闻,http://hls.168.us.kg/u/78/master.m3u8
有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=HOY78
有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=31
有线新闻,http://feng163.com:8003/bysid/78.m3u8
有线新闻,https://smt.858.qzz.io/Smart.php?id=hoycaijing_twn

寰宇新闻台,https://smt.858.qzz.io/Smart.php?id=huanyuxinwen_twn
寰宇新闻台,http://220.132.15.209:5008/of-litv-longturn14/index.m3u8

翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/GeWKr
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,http://hls.168.us.kg/u/81/master.m3u8
翡翠台,http://free.cnlive.club/channel/n7549189d/index.m3u8?q=1759400332590
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn

明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://r.jdshipin.com/jUx8K
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=mzt
明珠台,http://hls.168.us.kg/u/84/master.m3u8
明珠台,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
明珠台,http://free.cnlive.club/channel/n75ab7db0/index.m3u8?q=1759400332590

HOY77,http://cdn.163189.xyz/163189/hoy

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

TVBJ1,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8

TVB Plus,http://r.jdshipin.com/Nr5jq
TVB Plus,http://r.jdshipin.com/ndGgS
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2

TVB直播,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/chunklist.m3u8

澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam

澳视卫星,http://r.jdshipin.com/QFhCq
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as

澳门体育,http://cdn6.163189.xyz/163189/amty

澳门综艺,http://cdn6.163189.xyz/163189/amzy

赛马18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
赛马18台,http://php.iptviptv.site/iptv.php?id=super18

28AI智慧赛马,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8

娱乐新闻台,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8

TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe

华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali

千禧经典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc

Discovery Asia,http://61.221.215.25:8800/hls/50/index.m3u8

动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
动物星球,https://epg.pw/stream/781aa20d6f614e39bb1004490cccac6cb55acbf4b944444a82473dd06a45e988.m3u8

动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8


体育,#genre#
广东体育,http://m.061899.xyz/mg/gdty
广东体育,http://iptv.4666888.xyz/iptv2A.php?id=20
广东体育,http://go.bkpcp.top/mg/gdty
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty
广东体育,http://tcl33.xrk.top:8086/hls/42/index.m3u8
广东体育,http://218.15.183.23:9901/tsfile/live/23012_1.m3u8
广东体育,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://222.128.55.152:9080/live/gdty.m3u8
广东体育,webview://https://www.gdtv.cn/tvChannelDetail/47

CCTV5,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226731/1.m3u8
CCTV5,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226731/1.m3u8
CCTV5,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5,http://tv.netlive.ggff.net/cctv5
CCTV5,webview://https://tv.cctv.com/live/cctv5/

CCTV5+,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226711/1.m3u8
CCTV5+,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8
CCTV5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV5+,http://tv.netlive.ggff.net/cctv5p
CCTV5+,webview://https://tv.cctv.com/live/cctv5plus/

CCTV16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8
CCTV16,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226825/1.m3u8
CCTV16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8
CCTV16,http://tv.netlive.ggff.net/cctv16
CCTV16,webview://https://tv.cctv.com/live/cctv16/

Now-Sports,http://hls.168.us.kg/u/630/master.m3u8

Viu-TV全运1台,http://hls.168.us.kg/u/961/master.m3u8
Viu-TV全运2台,http://hls.168.us.kg/u/962/master.m3u8
Viu-TV全运3台,http://hls.168.us.kg/u/963/master.m3u8
Viu-TV全运4台,http://hls.168.us.kg/u/964/master.m3u8

超级体育,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eg-EQHTrpbCOxNSgnFRbr4w%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMNhcQPODGVtsSVKlB7CbAh%2CEND

五星体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000007

北京体育休闲,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMLCKqkSfuGOusJwBMwlCbz%2CEND

安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8

红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8


央视,#genre#
CCTV13,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226717/1.m3u8
CCTV13,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226717/1.m3u8
CCTV13,http://tv.netlive.ggff.net/cctv13
CCTV13,webview://https://tv.cctv.com/live/cctv13/
CCTV13,webview://https://v.lib.tju.edu.cn/tv-show-detail/42

CCTV1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226737/1.m3u8
CCTV1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226635/1.m3u8
CCTV1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226736/1.m3u8
CCTV1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226737/1.m3u8
CCTV1,http://tv.netlive.ggff.net/cctv1
CCTV1,webview://https://tv.cctv.com/live/cctv1/
CCTV1,webview://https://v.lib.tju.edu.cn/tv-show-detail/3

CCTV2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226739/1.m3u8
CCTV2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226739/1.m3u8
CCTV2,http://tv.netlive.ggff.net/cctv2
CCTV2,webview://https://tv.cctv.com/live/cctv2/

CCTV3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226720/1.m3u8
CCTV3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226720/1.m3u8
CCTV3,webview://https://tv.cctv.com/live/cctv3/

CCTV4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226725/1.m3u8
CCTV4,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226725/1.m3u8
CCTV4,webview://https://tv.cctv.com/live/cctv4/

CCTV6,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226699/1.m3u8
CCTV6,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226699/1.m3u8
CCTV6,webview://https://tv.cctv.com/live/cctv6/

CCTV7,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226721/1.m3u8
CCTV7,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226721/1.m3u8
CCTV7,webview://https://tv.cctv.com/live/cctv7/

CCTV8,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226715/1.m3u8
CCTV8,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226715/1.m3u8
CCTV8,webview://https://tv.cctv.com/live/cctv8/

CCTV9,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226651/1.m3u8
CCTV9,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226657/1.m3u8
CCTV9,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226651/1.m3u8
CCTV9,webview://https://tv.cctv.com/live/cctv9/

CCTV10,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226708/1.m3u8
CCTV10,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226708/1.m3u8
CCTV10,webview://https://tv.cctv.com/live/cctv10/

CCTV11,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226714/1.m3u8
CCTV11,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226714/1.m3u8
CCTV11,webview://https://tv.cctv.com/live/cctv11/

CCTV12,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226748/1.m3u8
CCTV12,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226723/1.m3u8
CCTV12,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226723/1.m3u8
CCTV12,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226748/1.m3u8
CCTV12,webview://https://tv.cctv.com/live/cctv12/

CCTV14,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226645/1.m3u8
CCTV14,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226663/1.m3u8
CCTV14,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226645/1.m3u8
CCTV14,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226663/1.m3u8
CCTV14,webview://https://tv.cctv.com/live/cctv14/

CCTV15,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226648/1.m3u8
CCTV15,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226648/1.m3u8
CCTV15,webview://https://tv.cctv.com/live/cctv15/

CCTV17,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226660/1.m3u8
CCTV17,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226727/1.m3u8
CCTV17,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226660/1.m3u8
CCTV17,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226727/1.m3u8
CCTV17,webview://https://tv.cctv.com/live/cctv17/


广东,#genre#
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州综合,http://tp88.cn/IPTV/guangdong/gztv.php?id=zhonghe
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,http://r.jdshipin.com/snhya
广州综合,http://r.jdshipin.com/iR6Gq
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=d72d936bf62b0a339550f4a032555ba4&txTime=195d6337ab0

广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州新闻,http://tp88.cn/IPTV/guangdong/gztv.php?id=xinwen
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州新闻,webview://https://app.gztv.com/plusshare/#/tvDetail?code=3002
广州新闻,https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=5ff1096b35315317f7faae1e10e2c590&txTime=195d62d709d

南国都市,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=a2793a0c35b33608fff2a38d2246ce5d&txTime=195d62d709d
南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
南国都市,http://tp88.cn/IPTV/guangdong/gztv.php?id=shenghuo
南国都市,http://r.jdshipin.com/nWaZO
南国都市,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=e93eb85173edb8a0c70fd1438c7bd7d7&txTime=193108637cb
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
南国都市,http://php.jdshipin.com:8880/PLTV/iptv.php?id=gzngds
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo

广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州法治,http://tp88.cn/IPTV/guangdong/gztv.php?id=fazhi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=491c40d07978ba7046704a7844042ff6&txTime=19019f3714e

广东卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221227161/1.m3u8
广东卫视,webview://https://www.gdtv.cn/tvChannelDetail/43
广东卫视,webview://https://yangshipin.cn/tv/home?pid=600002485

广东新闻,http://m.061899.xyz/mg/gdxw
广东新闻,http://go.bkpcp.top/mg/gdxw
广东新闻,webview://https://www.gdtv.cn/tvChannelDetail/45

广东珠江,http://m.061899.xyz/mg/gdzj
广东珠江,http://go.bkpcp.top/mg/gdzj
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东珠江,webview://https://www.gdtv.cn/tvChannelDetail/44

大湾区卫视,https://stream1.freetv.fun/da-wan-qu-wei-shi-23.m3u8
大湾区卫视,https://stream1.freetv.fun/da-wan-qu-wei-shi-26.m3u8
大湾区卫视,https://stream1.freetv.fun/da-wan-qu-wei-shi-9.m3u8
大湾区卫视,http://go.bkpcp.top/mg/dwqws
大湾区卫视,http://113.15.109.216:59901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://120.46.223.160/PHP/MG.php?id=608917627
大湾区卫视,webview://https://www.gdtv.cn/tvChannelDetail/51

大湾区卫视(海外版),webview://https://www.gdtv.cn/tvChannelDetail/56

4K超高清,webview://https://www.gdtv.cn/tvChannelDetail/16

广东民生,http://m.061899.xyz/mg/gdms
广东民生,http://go.bkpcp.top/mg/gdms
广东民生,http://push-rtmp-hs-spe-f5.douyincdn.com/live/guangdong_ms.flv
广东民生,webview://https://www.gdtv.cn/tvChannelDetail/48

岭南戏曲,webview://https://www.gdtv.cn/tvChannelDetail/15

广东少儿,webview://https://www.gdtv.cn/tvChannelDetail/54

嘉佳卡通,webview://https://www.gdtv.cn/tvChannelDetail/66

广东移动,webview://https://www.gdtv.cn/tvChannelDetail/74

广东台经典剧,webview://https://www.gdtv.cn/tvChannelDetail/100

广东影视,http://go.bkpcp.top/mg/gdys
广东影视,webview://https://www.gdtv.cn/tvChannelDetail/53

纪录片,webview://https://www.gdtv.cn/tvChannelDetail/94

深圳卫视,http://120.198.234.195:8088/000000001001/1.m3u8?cmcc_cid=PLTV/651/224/3221227595&HlsProfileId=1
深圳卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8
深圳卫视,webview://https://www.sztv.com.cn/dianshi.shtml?id=7867

深圳都市,webview://https://www.sztv.com.cn/dianshi.shtml?id=7868

深圳电视剧,webview://https://www.sztv.com.cn/dianshi.shtml?id=7880

深圳财经,webview://https://www.sztv.com.cn/dianshi.shtml?id=7871

深圳少儿,webview://https://www.sztv.com.cn/dianshi.shtml?id=7881

深圳移动,webview://https://www.sztv.com.cn/dianshi.shtml?id=7869

深圳宜和购物,webview://https://www.sztv.com.cn/dianshi.shtml?id=7878

深圳国际,webview://https://www.sztv.com.cn/dianshi.shtml?id=7944

云浮综合,webview://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8

云浮文旅,webview://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=9
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

佛山顺德,webview://http://xiubo.net/tv/gd/fssd.html

佛山公共,webview://http://xiubo.net/tv/gd/fsgg.html

佛山影视,webview://http://xiubo.net/tv/gd/fsys.html

佛山高明,webview://http://xiubo.net/tv/gd/fsgm.html

佛山三水,webview://http://xiubo.net/tv/gd/fsss.html

佛山综合,webview://http://xiubo.net/tv/gd/fszh.html

佛山南海,webview://http://xiubo.net/tv/gd/fsnh.html

江门综合,webview://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=2

江门侨乡生活,webview://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=1

东莞新闻综合,webview://https://dgrtv.sun0769.com/index.php/online2/4
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh

东莞生活资讯,webview://https://dgrtv.sun0769.com/index.php/online2/5
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx

河源综合,webview://https://www.hyrtv.cn/itv/zhds/
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007

河源公共,webview://https://www.hyrtv.cn/itv/ggds/
河源公共,https://tmpstream.hyrtv.cn/hygg/sd/live.m3u8

清远新闻综合,webview://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1

清远文旅生活,webview://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3

韶关,webview://https://www.sgmsw.cn/v/tv?spm=0.0.0.0.nRYAvk&id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E

肇庆综合,webview://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33


广东省外,#genre#
熊猫频道1,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao01_2/index.m3u8
熊猫频道2,http://udnhls.skilldns.com:80/qq.m3u8
熊猫频道3,https://gcwbndks.v.kcdnvip.com/gcwbnd/ipanda1000_2/index.m3u8
熊猫频道4,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2023456801/timeshift.m3u8?delay=0&cdn=5202
熊猫01高清,http://a.wifi6.vip/mmgg1.php?id=xmpd
熊猫1,http://a.wifi6.vip/mmgg1.php?id=xm1
熊猫2,http://a.wifi6.vip/mmgg1.php?id=xm2
熊猫3,http://a.wifi6.vip/mmgg1.php?id=xm3
熊猫4,http://a.wifi6.vip/mmgg1.php?id=xm4
熊猫5,http://a.wifi6.vip/mmgg1.php?id=xm5
熊猫6,http://a.wifi6.vip/mmgg1.php?id=xm6
熊猫7,http://a.wifi6.vip/mmgg1.php?id=xm7
熊猫8,http://a.wifi6.vip/mmgg1.php?id=xm8
熊猫9,http://a.wifi6.vip/mmgg1.php?id=xm9
熊猫10,http://a.wifi6.vip/mmgg1.php?id=xm10

大象,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2023463901/timeshift.m3u8?delay=0&cdn=5202

精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8

求索动物,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281

求索纪录,http://119.135.1.64:9999/udp/239.11.0.128:1025
求索纪录,http://pt.aisx.cc:99/zb/cqyx.php?id=qsjl
